Frame,Marker ID,2D Coordinates,Distance,Yaw,Pitch,Roll
227,8,"(328.0,74.0),(387.0,73.0),(390.0,132.0),(332.0,134.0)",0.01694671898128332,-7.169085779313733,19.62609318024311,-0.9710219
228,8,"(327.0,75.0),(385.0,73.0),(389.0,133.0),(331.0,135.0)",0.01723113765118344,-7.24251586019064,19.573125830410195,-1.974934
229,8,"(328.0,75.0),(386.0,74.0),(389.0,133.0),(331.0,135.0)",0.01723881690412039,-7.213146684339993,19.55546230144215,-0.98776037
230,8,"(327.0,77.0),(386.0,75.0),(388.0,134.0),(331.0,136.0)",0.016939422489140817,-7.24251586019064,19.467086657853073,-1.9414862
231,8,"(327.0,76.0),(386.0,75.0),(389.0,133.0),(331.0,136.0)",0.01694671898128332,-7.227831749573216,19.50244850666222,-0.9710219
232,8,"(327.0,77.0),(386.0,76.0),(388.0,135.0),(331.0,137.0)",0.01694671898128332,-7.24251586019064,19.414014948260544,-0.9710219
233,8,"(326.0,78.0),(384.0,76.0),(388.0,135.0),(331.0,138.0)",0.01723113765118344,-7.28656244599471,19.378614542257647,-1.974934
234,8,"(325.0,80.0),(384.0,78.0),(387.0,137.0),(329.0,139.0)",0.016939422489140817,-7.345277751164091,19.25459201158368,-1.9414862
235,8,"(324.0,80.0),(383.0,78.0),(386.0,137.0),(328.0,139.0)",0.016939422489140817,-7.4039775478580765,19.25459201158368,-1.9414862
236,8,"(323.0,80.0),(380.0,78.0),(384.0,138.0),(327.0,140.0)",0.01753307030785004,-7.506664522904946,19.21912247066031,-2.0095537
237,8,"(276.0,79.0),(338.0,78.0),(341.0,137.0),(283.0,138.0)",0.016126934645877875,-10.070955263767727,19.290046219188735,-0.92404526
238,8,"(238.0,79.0),(299.0,78.0),(302.0,137.0),(243.0,138.0)",0.016391239805731695,-12.310605386952554,19.290046219188735,-0.93919086
239,8,"(176.0,71.0),(239.0,69.0),(244.0,130.0),(183.0,133.0)",0.015865023355979207,-15.68098000514813,19.802398650483575,-1.8183028
240,8,"(175.0,69.0),(237.0,67.0),(243.0,129.0),(181.0,130.0)",0.016120647064314705,-15.763930943260458,19.94316245453336,-1.8476102
241,8,"(175.0,67.0),(237.0,66.0),(243.0,127.0),(181.0,129.0)",0.016126934645877875,-15.763930943260458,20.048570961143124,-0.92404526
242,8,"(174.0,62.0),(237.0,62.0),(242.0,123.0),(181.0,125.0)",0.015873015873015872,-15.791566214022584,20.346459398054485,0.0
243,8,"(174.0,61.0),(236.0,61.0),(241.0,122.0),(180.0,124.0)",0.016129032258064516,-15.833004984706726,20.416384851423953,0.0
244,8,"(173.0,60.0),(235.0,59.0),(240.0,121.0),(179.0,122.0)",0.016126934645877875,-15.888230241577471,20.521153982661463,-0.92404526
245,8,"(170.0,62.0),(233.0,61.0),(238.0,122.0),(176.0,124.0)",0.01587101698888525,-16.026160715752205,20.398909433878195,-0.90938044
246,8,"(170.0,62.0),(232.0,61.0),(238.0,123.0),(176.0,124.0)",0.016126934645877875,-16.039943306049665,20.38143005119738,-0.92404526
247,8,"(168.0,65.0),(230.0,64.0),(236.0,125.0),(174.0,127.0)",0.016126934645877875,-16.150135308111658,20.188895690361278,-0.92404526
248,8,"(168.0,66.0),(229.0,64.0),(235.0,126.0),(174.0,128.0)",0.016384637976841223,-16.17766417586545,20.136303428248137,-1.8778774
249,8,"(208.0,69.0),(268.0,68.0),(273.0,127.0),(213.0,130.0)",0.016664352738292667,-14.008153861394936,19.960740336520804,-0.9548412
250,8,"(244.0,72.0),(304.0,69.0),(309.0,129.0),(250.0,131.0)",0.016645871815027018,-11.954064152213501,19.83761303130929,-2.862405
251,8,"(299.0,72.0),(358.0,71.0),(362.0,129.0),(303.0,132.0)",0.01694671898128332,-8.851526477342919,19.784785611728715,-0.9710219
252,8,"(371.0,75.0),(430.0,72.0),(431.0,131.0),(375.0,133.0)",0.016927284365579078,-4.659901035460684,19.66138536180527,-2.910838
253,8,"(390.0,75.0),(448.0,72.0),(450.0,131.0),(393.0,133.0)",0.01721836200531545,-3.561471415940844,19.66138536180527,-2.9609358
254,8,"(461.0,76.0),(518.0,72.0),(521.0,130.0),(464.0,133.0)",0.01750082031757222,0.6564854105254334,19.66138536180527,-4.0141754
255,8,"(516.0,74.0),(574.0,72.0),(574.0,131.0),(518.0,133.0)",0.01723113765118344,3.90319404893265,19.679025630878517,-1.974934
256,8,"(570.0,74.0),(628.0,70.0),(628.0,129.0),(571.0,132.0)",0.017200522792379,7.0809384427877715,19.767168676791652,-3.9451861
257,8,"(662.0,70.0),(721.0,65.0),(721.0,125.0),(662.0,129.0)",0.01688861492535467,12.424495746504927,20.048570961143124,-4.8440003
258,8,"(719.0,66.0),(780.0,63.0),(777.0,124.0),(715.0,127.0)",0.01637365287473647,15.584118639157426,20.206418562956088,-2.8155565
259,8,"(814.0,61.0),(880.0,56.0),(876.0,120.0),(810.0,122.0)",0.015108222069378728,20.817220753109922,20.57348486581674,-4.3323135
287,7,"(12.0,128.0),(40.0,128.0),(45.0,153.0),(15.0,154.0)",0.03571428571428571,-25.212619588240766,16.93622074966068,0.0
290,7,"(238.0,135.0),(262.0,134.0),(264.0,158.0),(240.0,159.0)",0.041630544480908506,-13.416701554968844,16.516553125840396,-2.385944
291,1,"(176.0,155.0),(187.0,155.0),(188.0,166.0),(177.0,166.0)",0.09090909090909091,-17.24521379114436,15.48716584582111,0.0
291,7,"(245.0,136.0),(269.0,136.0),(271.0,160.0),(246.0,160.0)",0.041666666666666664,-13.034929863439125,16.406772146902625,0.0
292,7,"(255.0,137.0),(278.0,138.0),(278.0,162.0),(256.0,162.0)",0.04343722493822709,-12.524068081452091,16.27853764605625,2.4895527
297,7,"(496.0,136.0),(519.0,137.0),(519.0,160.0),(496.0,160.0)",0.04343722493822709,1.6408366341680172,16.388463244467975,2.4895527
298,7,"(499.0,135.0),(522.0,136.0),(522.0,159.0),(498.0,159.0)",0.04343722493822709,1.8048167057822972,16.46167817484958,2.4895527
299,7,"(502.0,133.0),(524.0,134.0),(524.0,158.0),(501.0,157.0)",0.04540766283757187,1.953863907876874,16.589671257012157,2.6025622
300,3,"(240.0,174.0),(253.0,174.0),(254.0,187.0),(240.0,187.0)",0.07692307692307693,-13.656457451839518,13.998789131367065,0.0
300,7,"(502.0,132.0),(524.0,132.0),(524.0,156.0),(501.0,155.0)",0.045454545454545456,1.953863907876874,16.717494202961742,0.0
301,3,"(240.0,173.0),(253.0,173.0),(254.0,186.0),(240.0,186.0)",0.07692307692307693,-13.656457451839518,14.07368556650978,0.0
301,1,"(442.0,151.0),(452.0,151.0),(451.0,162.0),(441.0,162.0)",0.1,-1.9985730022900956,15.78235529409545,0.0
301,7,"(502.0,129.0),(524.0,130.0),(523.0,154.0),(501.0,153.0)",0.04540766283757187,1.938960344733443,16.881586497630085,2.6025622
302,3,"(240.0,172.0),(252.0,171.0),(254.0,185.0),(240.0,185.0)",0.08304548036051403,-13.670545655653036,14.16723710156368,-4.7636414
303,3,"(240.0,170.0),(253.0,170.0),(254.0,183.0),(241.0,184.0)",0.07692307692307693,-13.642367564495764,14.279397197488644,0.0
306,7,"(523.0,120.0),(546.0,121.0),(545.0,144.0),(522.0,143.0)",0.04343722493822709,3.2194948968528294,17.571258778322424,2.4895527
307,3,"(263.0,166.0),(276.0,165.0),(277.0,178.0),(264.0,178.0)",0.07669650091817014,-12.339087278326195,14.65245395379081,-4.398705
307,1,"(464.0,144.0),(474.0,144.0),(474.0,155.0),(464.0,155.0)",0.1,-0.6564854105254334,16.296867158538245,0.0
307,7,"(522.0,118.0),(545.0,119.0),(545.0,142.0),(522.0,142.0)",0.04343722493822709,3.189746601637849,17.697738657578007,2.4895527
308,3,"(264.0,165.0),(276.0,165.0),(276.0,178.0),(264.0,178.0)",0.08333333333333333,-12.339087278326195,14.671073771301335,0.0
308,7,"(523.0,117.0),(545.0,118.0),(545.0,141.0),(522.0,141.0)",0.04540766283757187,3.204620965441893,17.76993303986368,2.6025622
309,3,"(263.0,164.0),(275.0,163.0),(277.0,176.0),(264.0,177.0)",0.08304548036051403,-12.353325902404375,14.782726042615677,-4.7636414
309,7,"(522.0,116.0),(545.0,116.0),(544.0,140.0),(522.0,140.0)",0.043478260869565216,3.1748718074268623,17.860094070679057,0.0
310,7,"(523.0,114.0),(544.0,115.0),(544.0,139.0),(521.0,138.0)",0.047565149325145495,3.1599965847954454,17.968166712178153,2.7263107
311,1,"(464.0,141.0),(474.0,142.0),(474.0,152.0),(464.0,152.0)",0.0995037226023998,-0.6564854105254334,16.498264933092486,5.7105927
311,7,"(522.0,113.0),(544.0,114.0),(544.0,137.0),(521.0,137.0)",0.04540766283757187,3.145120935730456,18.058126392059137,2.6025622
312,3,"(262.0,162.0),(275.0,162.0),(276.0,175.0),(263.0,175.0)",0.07692307692307693,-12.39603247013661,14.894263599880826,0.0
312,7,"(521.0,113.0),(544.0,114.0),(544.0,137.0),(521.0,137.0)",0.04343722493822709,3.130244862219096,18.058126392059137,2.4895527
313,3,"(261.0,163.0),(275.0,163.0),(276.0,175.0),(262.0,176.0)",0.07142857142857142,-12.424495746504927,14.838509202328785,0.0
313,7,"(520.0,114.0),(543.0,114.0),(543.0,138.0),(520.0,138.0)",0.043478260869565216,3.0707363634659286,18.00416160591338,0.0
314,1,"(463.0,141.0),(473.0,141.0),(473.0,151.0),(463.0,152.0)",0.1,-0.7161599454704085,16.534837857345156,0.0
314,7,"(519.0,114.0),(542.0,114.0),(542.0,138.0),(519.0,138.0)",0.043478260869565216,3.011221232635301,18.00416160591338,0.0
315,3,"(260.0,163.0),(273.0,163.0),(274.0,176.0),(261.0,176.0)",0.07692307692307693,-12.509848153419611,14.81991800743262,0.0
315,7,"(518.0,115.0),(541.0,115.0),(541.0,139.0),(518.0,138.0)",0.043478260869565216,2.95169959706978,17.950163761698942,0.0
316,3,"(259.0,163.0),(272.0,163.0),(273.0,176.0),(260.0,176.0)",0.07692307692307693,-12.566718453186567,14.81991800743262,0.0
317,7,"(514.0,116.0),(538.0,117.0),(537.0,140.0),(514.0,139.0)",0.041630544480908506,2.728437707075293,17.860094070679057,2.385944
318,7,"(512.0,117.0),(536.0,118.0),(536.0,141.0),(512.0,141.0)",0.041630544480908506,2.624220027782057,17.76993303986368,2.385944
319,3,"(254.0,166.0),(268.0,166.0),(268.0,179.0),(255.0,179.0)",0.07142857142857142,-12.8365072298051,14.596575525494172,0.0
319,7,"(509.0,119.0),(532.0,120.0),(533.0,143.0),(509.0,143.0)",0.04343722493822709,2.430627319369994,17.625486173926465,2.4895527
320,7,"(507.0,120.0),(530.0,120.0),(530.0,144.0),(507.0,144.0)",0.043478260869565216,2.2965687941524044,17.571258778322424,0.0
321,7,"(506.0,121.0),(529.0,121.0),(529.0,145.0),(506.0,145.0)",0.043478260869565216,2.2369790634377016,17.498905002652588,0.0
322,3,"(252.0,167.0),(264.0,167.0),(264.0,181.0),(251.0,180.0)",0.08333333333333333,-13.034929863439125,14.50338174730351,0.0
322,7,"(503.0,122.0),(527.0,122.0),(527.0,146.0),(503.0,145.0)",0.041666666666666664,2.0879838327233444,17.44460182315245,0.0
323,7,"(526.0,122.0),(549.0,122.0),(549.0,145.0),(526.0,146.0)",0.043478260869565216,3.427683423916366,17.44460182315245,0.0
324,3,"(287.0,168.0),(300.0,166.0),(301.0,179.0),(288.0,180.0)",0.07602859192927076,-10.965196685137913,14.540668699376306,-8.746161
325,7,"(542.0,123.0),(566.0,122.0),(567.0,145.0),(543.0,146.0)",0.041630544480908506,4.437497346030334,17.426493567751802,-2.385944
326,3,"(293.0,167.0),(306.0,166.0),(307.0,179.0),(294.0,180.0)",0.07669650091817014,-10.619655276155134,14.559307458162085,-4.398705
326,7,"(541.0,123.0),(565.0,121.0),(566.0,145.0),(543.0,146.0)",0.04152274018025701,4.393000308761963,17.44460182315245,-4.7636414
327,7,"(542.0,120.0),(564.0,120.0),(564.0,145.0),(541.0,145.0)",0.045454545454545456,4.333662674520299,17.53508910801761,0.0
328,3,"(292.0,166.0),(304.0,165.0),(306.0,178.0),(293.0,179.0)",0.08304548036051403,-10.691708407409415,14.63383097156616,-4.7636414
328,7,"(539.0,120.0),(563.0,120.0),(563.0,144.0),(539.0,143.0)",0.041666666666666664,4.229799474917177,17.58933819402021,0.0
330,7,"(538.0,120.0),(561.0,121.0),(560.0,145.0),(537.0,144.0)",0.04343722493822709,4.111064603979116,17.53508910801761,2.4895527
331,7,"(537.0,99.0),(560.0,99.0),(559.0,124.0),(536.0,123.0)",0.043478260869565216,4.051683837828445,19.05932025078702,0.0
332,3,"(286.0,155.0),(300.0,154.0),(301.0,166.0),(287.0,167.0)",0.07124705239659139,-10.993955744226357,15.48716584582111,-4.0856166
332,7,"(535.0,107.0),(558.0,107.0),(558.0,132.0),(534.0,132.0)",0.043478260869565216,3.9477465909767417,18.470751221623825,0.0
335,3,"(282.0,164.0),(295.0,164.0),(295.0,178.0),(282.0,178.0)",0.07692307692307693,-11.281235802317239,14.708303899682749,0.0
335,7,"(531.0,116.0),(555.0,116.0),(555.0,141.0),(530.0,141.0)",0.041666666666666664,3.7397946825903063,17.824040601924374,0.0
336,7,"(530.0,115.0),(554.0,115.0),(555.0,140.0),(530.0,141.0)",0.041666666666666664,3.71007908255232,17.87811532588586,0.0
337,7,"(528.0,115.0),(553.0,114.0),(554.0,139.0),(529.0,140.0)",0.039968037035811664,3.6357813721606163,17.932157145389894,-2.2906098
338,3,"(277.0,164.0),(290.0,163.0),(292.0,176.0),(278.0,177.0)",0.07669650091817014,-11.524973423142836,14.782726042615677,-4.398705
338,7,"(527.0,113.0),(551.0,112.0),(552.0,138.0),(527.0,139.0)",0.041630544480908506,3.531744059946507,18.040141807167164,-2.385944
340,7,"(524.0,111.0),(549.0,111.0),(549.0,137.0),(524.0,138.0)",0.04,3.368209992636142,18.13002790375755,0.0
341,7,"(520.0,108.0),(546.0,107.0),(547.0,133.0),(521.0,135.0)",0.03843312135621956,3.189746601637849,18.38121725425988,-2.202598
342,7,"(519.0,107.0),(544.0,105.0),(545.0,133.0),(520.0,134.0)",0.03987261158122441,3.10049144980778,18.45285188853446,-4.5739207
343,7,"(516.0,103.0),(542.0,103.0),(542.0,130.0),(516.0,130.0)",0.038461538461538464,2.9219363798289977,18.685251239286643,0.0
344,7,"(515.0,102.0),(541.0,102.0),(541.0,129.0),(515.0,130.0)",0.038461538461538464,2.8624052261117474,18.7387917430703,0.0
345,7,"(512.0,102.0),(539.0,100.0),(540.0,127.0),(514.0,129.0)",0.036935842811319466,2.7582108987832297,18.82795050064103,-4.236395
346,7,"(509.0,99.0),(535.0,98.0),(536.0,126.0),(510.0,127.0)",0.03843312135621956,2.534876729540537,18.970407808486545,-2.202598
347,7,"(507.0,97.0),(533.0,97.0),(533.0,125.0),(507.0,125.0)",0.038461538461538464,2.3859440303888126,19.077091319807725,0.0
348,7,"(502.0,96.0),(528.0,94.0),(530.0,122.0),(504.0,124.0)",0.03834825045908507,2.147585428298503,19.21912247066031,-4.398705
351,7,"(495.0,77.0),(521.0,76.0),(523.0,103.0),(496.0,105.0)",0.03843312135621956,1.7153765251454798,20.538601591241463,-2.202598
352,3,"(250.0,131.0),(264.0,131.0),(265.0,145.0),(251.0,146.0)",0.07142857142857142,-13.04909080052018,17.11810550753956,0.0
352,7,"(493.0,68.0),(520.0,68.0),(521.0,95.0),(494.0,97.0)",0.037037037037037035,1.6110191079416034,21.112128742602536,0.0
354,7,"(488.0,96.0),(514.0,95.0),(516.0,122.0),(489.0,124.0)",0.03843312135621956,1.2978854643290858,19.20138195559395,-2.202598
355,7,"(484.0,95.0),(511.0,92.0),(513.0,120.0),(486.0,122.0)",0.0368105094408866,1.1040007688096047,19.343198743031945,-6.3401914
356,7,"(482.0,92.0),(509.0,91.0),(511.0,120.0),(483.0,121.0)",0.03701165975150016,0.9697578212169761,19.43170937349589,-2.1210964
356,3,"(243.0,156.0),(257.0,157.0),(257.0,171.0),(243.0,171.0)",0.07124705239659139,-13.473158112731145,15.246701517939385,4.0856166
357,3,"(238.0,157.0),(252.0,156.0),(253.0,171.0),(239.0,171.0)",0.07124705239659139,-13.726881607591714,15.246701517939385,-4.0856166
357,7,"(478.0,91.0),(505.0,92.0),(506.0,120.0),(477.0,120.0)",0.03701165975150016,0.6863228641303438,19.4493999440642,2.1210964
358,3,"(234.0,158.0),(248.0,156.0),(250.0,171.0),(236.0,172.0)",0.07071067813672356,-13.923843848479054,15.20965789838473,-8.130102
358,7,"(473.0,91.0),(500.0,91.0),(501.0,121.0),(473.0,121.0)",0.037037037037037035,0.40285431095441143,19.43170937349589,0.0
359,3,"(234.0,157.0),(248.0,157.0),(248.0,172.0),(234.0,171.0)",0.07142857142857142,-13.980057381976865,15.20965789838473,0.0
359,7,"(470.0,93.0),(499.0,91.0),(500.0,121.0),(473.0,122.0)",0.034401045584758,0.3282534786987866,19.378614542257647,-3.9451861
360,7,"(505.0,93.0),(534.0,92.0),(535.0,121.0),(507.0,122.0)",0.03446227530236688,2.4008387853994533,19.360908565734203,-1.974934
361,7,"(556.0,92.0),(583.0,91.0),(586.0,119.0),(556.0,121.0)",0.03701165975150016,5.370615463413688,19.4493999440642,-2.1210964
362,3,"(378.0,157.0),(392.0,157.0),(393.0,171.0),(379.0,172.0)",0.07142857142857142,-5.621941220757693,15.20965789838473,0.0
362,7,"(608.0,92.0),(638.0,91.0),(638.0,120.0),(608.0,122.0)",0.03331482961327225,8.472386925669026,19.414014948260544,-1.9091524
363,7,"(607.0,92.0),(637.0,91.0),(638.0,119.0),(608.0,122.0)",0.03331482961327225,8.443190929176634,19.43170937349589,-1.9091524
364,3,"(377.0,156.0),(391.0,156.0),(392.0,170.0),(378.0,171.0)",0.07142857142857142,-5.681045525497262,15.283732086059123,0.0
364,7,"(603.0,91.0),(634.0,89.0),(634.0,119.0),(604.0,121.0)",0.03219113881630418,8.22408113184409,19.50244850666222,-3.6913857
367,7,"(594.0,96.0),(624.0,95.0),(624.0,125.0),(595.0,127.0)",0.03331482961327225,7.667931582253643,19.094858577221142,-1.9091524
368,3,"(371.0,139.0),(384.0,139.0),(384.0,154.0),(370.0,154.0)",0.07692307692307693,-6.109181447802547,16.516553125840396,0.0
368,7,"(590.0,74.0),(620.0,72.0),(621.0,103.0),(591.0,105.0)",0.033259504804563744,7.44799214753278,20.66062330014318,-3.8140748
369,7,"(587.0,97.0),(617.0,95.0),(618.0,125.0),(587.0,127.0)",0.033259504804563744,7.2571990143565515,19.077091319807725,-3.8140748
370,7,"(584.0,94.0),(614.0,92.0),(615.0,123.0),(585.0,124.0)",0.033259504804563744,7.095632016834461,19.272321033127003,-3.8140748
371,7,"(581.0,92.0),(611.0,90.0),(612.0,121.0),(583.0,123.0)",0.033259504804563744,6.933951514784385,19.39631667047442,-3.8140748
372,3,"(362.0,156.0),(376.0,157.0),(376.0,171.0),(362.0,171.0)",0.07124705239659139,-6.595536347370715,15.246701517939385,4.0856166
372,7,"(577.0,89.0),(609.0,88.0),(609.0,119.0),(578.0,120.0)",0.03123475237953732,6.728016050034732,19.573125830410195,-1.7899106
373,3,"(359.0,155.0),(374.0,154.0),(375.0,169.0),(360.0,169.0)",0.06651900960912749,-6.713299625322708,15.394745241877757,-3.8140748
374,3,"(356.0,153.0),(370.0,152.0),(372.0,166.0),(358.0,168.0)",0.07124705239659139,-6.8898374561881885,15.542578612396133,-4.0856166
374,7,"(570.0,79.0),(601.0,78.0),(602.0,109.0),(571.0,111.0)",0.03224129412862941,6.300885248865798,20.258963509153006,-1.8476102
375,7,"(564.0,77.0),(596.0,75.0),(597.0,106.0),(566.0,108.0)",0.031189143193270274,5.991141319502815,20.451323783509263,-3.5763342
376,7,"(561.0,61.0),(592.0,60.0),(593.0,92.0),(561.0,94.0)",0.03224129412862941,5.754908837157531,21.474814016448224,-1.8476102
377,3,"(348.0,137.0),(363.0,138.0),(363.0,152.0),(349.0,153.0)",0.06651900960912749,-7.3746295953894725,16.626209500429947,3.8140748
377,7,"(557.0,56.0),(589.0,54.0),(590.0,87.0),(558.0,89.0)",0.031189143193270274,5.562824910131991,21.835701904757105,-3.5763342
378,7,"(552.0,66.0),(583.0,64.0),(585.0,97.0),(553.0,99.0)",0.03219113881630418,5.252272160899733,21.146747208346063,-3.6913857
379,7,"(551.0,65.0),(582.0,63.0),(584.0,97.0),(551.0,98.0)",0.03219113881630418,5.178284704298129,21.198644576699316,-3.6913857
380,3,"(340.0,147.0),(354.0,146.0),(355.0,162.0),(340.0,162.0)",0.07124705239659139,-7.87300361350268,15.948023424516036,-4.0856166
380,7,"(545.0,63.0),(578.0,61.0),(579.0,95.0),(547.0,97.0)",0.0302475300362021,4.8969764537476195,21.319596652798587,-3.468229
381,7,"(536.0,63.0),(569.0,60.0),(571.0,95.0),(538.0,97.0)",0.030178583249150254,4.378166780353775,21.336859291805652,-5.1944284
382,3,"(329.0,148.0),(344.0,147.0),(346.0,161.0),(330.0,163.0)",0.06651900960912749,-8.457789480478509,15.911231831323972,-3.8140748
382,7,"(529.0,62.0),(563.0,60.0),(564.0,95.0),(530.0,97.0)",0.02936101070942597,3.9625963784985414,21.354117868442042,-3.3664606
383,3,"(327.0,148.0),(342.0,147.0),(343.0,163.0),(329.0,164.0)",0.06651900960912749,-8.574537922386467,15.856019183940505,-3.8140748
